person_number,work_date,pay_code,hours,job,labor_level_1,labor_level_2,labor_level_3,shift_count
CNA026,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA026,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA027,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA028,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA029,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA030,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA031,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA032,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA033,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA034,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA2/CNA,UNITED_HEBREW,U-SA2,CNA,1
CNA035,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA035,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA036,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA037,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA038,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA039,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA040,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA3/CNA,UNITED_HEBREW,U-SA3,CNA,1
CNA041,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA041,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA042,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-26,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA043,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-20,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA044,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-16,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-17,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-24,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA045,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-18,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-19,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-21,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-22,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-23,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-25,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-27,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-28,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA046,2026-03-29,REG,7.75,UNITED_HEBREW/U-SA4/CNA,UNITED_HEBREW,U-SA4,CNA,1
CNA047,2026-03-18,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-20,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-21,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-22,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-25,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-26,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-28,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA047,2026-03-29,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-16,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-18,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-21,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-22,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-24,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-25,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-27,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
CNA048,2026-03-29,REG,7.75,UNITED_HEBREW/U-LT1/CNA,UNITED_HEBREW,U-LT1,CNA,1
